hb,cancer_site,sex,year,incidences_all_ages,hb_name
S08000025,Acute lymphoblastic leukaemia,Females,2014,0,Orkney
S08000025,Acute lymphoblastic leukaemia,Females,2015,0,Orkney
S08000025,Acute lymphoblastic leukaemia,Females,2016,1,Orkney
S08000025,Acute lymphoblastic leukaemia,Females,2017,0,Orkney
S08000025,Acute lymphoblastic leukaemia,Females,2018,0,Orkney
S08000025,Acute lymphoblastic leukaemia,Females,2019,0,Orkney
S08000025,Acute lymphoblastic leukaemia,Females,2020,0,Orkney
S08000025,Acute lymphoblastic leukaemia,Females,2021,0,Orkney
S08000025,Acute myeloid leukaemia,All,1997,0,Orkney
S08000025,Acute myeloid leukaemia,All,1998,0,Orkney
S08000025,Acute myeloid leukaemia,All,1999,0,Orkney
S08000025,Acute myeloid leukaemia,All,2000,1,Orkney
S08000025,Acute myeloid leukaemia,All,2001,0,Orkney
S08000025,Acute myeloid leukaemia,All,2002,0,Orkney
S08000025,Acute myeloid leukaemia,All,2003,0,Orkney
S08000025,Acute myeloid leukaemia,All,2004,2,Orkney
S08000025,Acute myeloid leukaemia,All,2005,1,Orkney
S08000025,Acute myeloid leukaemia,All,2006,1,Orkney
S08000025,Acute myeloid leukaemia,All,2007,0,Orkney
S08000025,Acute myeloid leukaemia,All,2008,1,Orkney
S08000025,Acute myeloid leukaemia,All,2009,1,Orkney
S08000025,Acute myeloid leukaemia,All,2010,1,Orkney
S08000025,Acute myeloid leukaemia,All,2011,1,Orkney
S08000025,Acute myeloid leukaemia,All,2012,1,Orkney
S08000025,Acute myeloid leukaemia,All,2013,1,Orkney
S08000025,Acute myeloid leukaemia,All,2014,3,Orkney
S08000025,Acute myeloid leukaemia,All,2015,0,Orkney
S08000025,Acute myeloid leukaemia,All,2016,0,Orkney
S08000025,Acute myeloid leukaemia,All,2017,3,Orkney
S08000025,Acute myeloid leukaemia,All,2018,1,Orkney
S08000025,Acute myeloid leukaemia,All,2019,0,Orkney
S08000025,Acute myeloid leukaemia,All,2020,0,Orkney
S08000025,Acute myeloid leukaemia,All,2021,0,Orkney
S08000025,Acute myeloid leukaemia,Male,1997,0,Orkney
S08000025,Acute myeloid leukaemia,Male,1998,0,Orkney
S08000025,Acute myeloid leukaemia,Male,1999,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2000,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2001,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2002,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2003,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2004,2,Orkney
S08000025,Acute myeloid leukaemia,Male,2005,1,Orkney
S08000025,Acute myeloid leukaemia,Male,2006,1,Orkney
S08000025,Acute myeloid leukaemia,Male,2007,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2008,1,Orkney
S08000025,Acute myeloid leukaemia,Male,2009,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2010,1,Orkney
S08000025,Acute myeloid leukaemia,Male,2011,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2012,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2013,1,Orkney
S08000025,Acute myeloid leukaemia,Male,2014,1,Orkney
S08000025,Acute myeloid leukaemia,Male,2015,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2016,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2017,2,Orkney
S08000025,Acute myeloid leukaemia,Male,2018,1,Orkney
S08000025,Acute myeloid leukaemia,Male,2019,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2020,0,Orkney
S08000025,Acute myeloid leukaemia,Male,2021,0,Orkney
S08000025,Acute myeloid leukaemia,Females,1997,0,Orkney
S08000025,Acute myeloid leukaemia,Females,1998,0,Orkney
S08000025,Acute myeloid leukaemia,Females,1999,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2000,1,Orkney
S08000025,Acute myeloid leukaemia,Females,2001,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2002,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2003,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2004,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2005,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2006,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2007,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2008,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2009,1,Orkney
S08000025,Acute myeloid leukaemia,Females,2010,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2011,1,Orkney
S08000025,Acute myeloid leukaemia,Females,2012,1,Orkney
S08000025,Acute myeloid leukaemia,Females,2013,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2014,2,Orkney
S08000025,Acute myeloid leukaemia,Females,2015,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2016,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2017,1,Orkney
S08000025,Acute myeloid leukaemia,Females,2018,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2019,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2020,0,Orkney
S08000025,Acute myeloid leukaemia,Females,2021,0,Orkney
S08000025,Chronic lymphocytic leukaemia,All,1997,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,1998,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,1999,3,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2000,3,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2001,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2002,0,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2003,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2004,2,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2005,0,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2006,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2007,4,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2008,2,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2009,3,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2010,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2011,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2012,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2013,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2014,0,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2015,4,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2016,2,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2017,0,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2018,4,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2019,1,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2020,2,Orkney
S08000025,Chronic lymphocytic leukaemia,All,2021,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,1997,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,1998,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,1999,2,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2000,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2001,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2002,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2003,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2004,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2005,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2006,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2007,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2008,2,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2009,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2010,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2011,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2012,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2013,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2014,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2015,2,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2016,2,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2017,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2018,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2019,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2020,2,Orkney
S08000025,Chronic lymphocytic leukaemia,Male,2021,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,1997,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,1998,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,1999,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2000,3,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2001,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2002,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2003,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2004,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2005,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2006,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2007,3,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2008,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2009,2,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2010,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2011,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2012,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2013,1,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2014,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2015,2,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2016,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2017,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2018,3,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2019,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2020,0,Orkney
S08000025,Chronic lymphocytic leukaemia,Females,2021,1,Orkney
S08000025,Chronic myeloid leukaemia,All,1997,0,Orkney
S08000025,Chronic myeloid leukaemia,All,1998,0,Orkney
S08000025,Chronic myeloid leukaemia,All,1999,1,Orkney
S08000025,Chronic myeloid leukaemia,All,2000,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2001,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2002,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2003,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2004,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2005,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2006,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2007,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2008,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2009,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2010,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2011,1,Orkney
S08000025,Chronic myeloid leukaemia,All,2012,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2013,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2014,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2015,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2016,1,Orkney
S08000025,Chronic myeloid leukaemia,All,2017,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2018,1,Orkney
S08000025,Chronic myeloid leukaemia,All,2019,1,Orkney
S08000025,Chronic myeloid leukaemia,All,2020,0,Orkney
S08000025,Chronic myeloid leukaemia,All,2021,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,1997,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,1998,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,1999,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2000,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2001,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2002,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2003,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2004,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2005,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2006,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2007,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2008,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2009,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2010,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2011,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2012,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2013,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2014,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2015,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2016,1,Orkney
S08000025,Chronic myeloid leukaemia,Male,2017,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2018,1,Orkney
S08000025,Chronic myeloid leukaemia,Male,2019,1,Orkney
S08000025,Chronic myeloid leukaemia,Male,2020,0,Orkney
S08000025,Chronic myeloid leukaemia,Male,2021,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,1997,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,1998,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,1999,1,Orkney
S08000025,Chronic myeloid leukaemia,Females,2000,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2001,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2002,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2003,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2004,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2005,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2006,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2007,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2008,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2009,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2010,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2011,1,Orkney
S08000025,Chronic myeloid leukaemia,Females,2012,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2013,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2014,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2015,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2016,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2017,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2018,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2019,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2020,0,Orkney
S08000025,Chronic myeloid leukaemia,Females,2021,0,Orkney
S08000025,Liver and intrahepatic bile ducts,All,1997,2,Orkney
S08000025,Liver and intrahepatic bile ducts,All,1998,2,Orkney
S08000025,Liver and intrahepatic bile ducts,All,1999,0,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2000,1,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2001,0,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2002,0,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2003,2,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2004,2,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2005,1,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2006,0,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2007,3,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2008,1,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2009,1,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2010,2,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2011,3,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2012,2,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2013,1,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2014,3,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2015,3,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2016,0,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2017,1,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2018,1,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2019,0,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2020,3,Orkney
S08000025,Liver and intrahepatic bile ducts,All,2021,4,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,1997,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,1998,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,1999,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2000,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2001,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2002,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2003,2,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2004,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2005,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2006,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2007,2,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2008,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2009,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2010,2,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2011,2,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2012,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2013,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2014,2,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2015,2,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2016,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2017,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2018,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2019,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2020,3,Orkney
S08000025,Liver and intrahepatic bile ducts,Male,2021,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,1997,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,1998,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,1999,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2000,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2001,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2002,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2003,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2004,2,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2005,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2006,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2007,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2008,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2009,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2010,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2011,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2012,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2013,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2014,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2015,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2016,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2017,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2018,1,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2019,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2020,0,Orkney
S08000025,Liver and intrahepatic bile ducts,Females,2021,3,Orkney
S08000025,"Trachea, bronchus and lung",All,1997,15,Orkney
S08000025,"Trachea, bronchus and lung",All,1998,10,Orkney
S08000025,"Trachea, bronchus and lung",All,1999,7,Orkney
S08000025,"Trachea, bronchus and lung",All,2000,8,Orkney
S08000025,"Trachea, bronchus and lung",All,2001,14,Orkney
S08000025,"Trachea, bronchus and lung",All,2002,16,Orkney
S08000025,"Trachea, bronchus and lung",All,2003,18,Orkney
S08000025,"Trachea, bronchus and lung",All,2004,16,Orkney
S08000025,"Trachea, bronchus and lung",All,2005,12,Orkney
S08000025,"Trachea, bronchus and lung",All,2006,13,Orkney
S08000025,"Trachea, bronchus and lung",All,2007,12,Orkney
S08000025,"Trachea, bronchus and lung",All,2008,11,Orkney
S08000025,"Trachea, bronchus and lung",All,2009,15,Orkney
S08000025,"Trachea, bronchus and lung",All,2010,14,Orkney
S08000025,"Trachea, bronchus and lung",All,2011,15,Orkney
S08000025,"Trachea, bronchus and lung",All,2012,9,Orkney
S08000025,"Trachea, bronchus and lung",All,2013,15,Orkney
S08000025,"Trachea, bronchus and lung",All,2014,11,Orkney
S08000025,"Trachea, bronchus and lung",All,2015,15,Orkney
S08000025,"Trachea, bronchus and lung",All,2016,9,Orkney
S08000025,"Trachea, bronchus and lung",All,2017,15,Orkney
S08000025,"Trachea, bronchus and lung",All,2018,19,Orkney
S08000025,"Trachea, bronchus and lung",All,2019,19,Orkney
S08000025,"Trachea, bronchus and lung",All,2020,18,Orkney
S08000025,"Trachea, bronchus and lung",All,2021,13,Orkney
S08000025,"Trachea, bronchus and lung",Male,1997,10,Orkney
S08000025,"Trachea, bronchus and lung",Male,1998,7,Orkney
S08000025,"Trachea, bronchus and lung",Male,1999,5,Orkney
S08000025,"Trachea, bronchus and lung",Male,2000,7,Orkney
S08000025,"Trachea, bronchus and lung",Male,2001,10,Orkney
S08000025,"Trachea, bronchus and lung",Male,2002,6,Orkney
S08000025,"Trachea, bronchus and lung",Male,2003,8,Orkney
S08000025,"Trachea, bronchus and lung",Male,2004,12,Orkney
S08000025,"Trachea, bronchus and lung",Male,2005,6,Orkney
S08000025,"Trachea, bronchus and lung",Male,2006,6,Orkney
S08000025,"Trachea, bronchus and lung",Male,2007,7,Orkney
S08000025,"Trachea, bronchus and lung",Male,2008,5,Orkney
S08000025,"Trachea, bronchus and lung",Male,2009,5,Orkney
S08000025,"Trachea, bronchus and lung",Male,2010,6,Orkney
S08000025,"Trachea, bronchus and lung",Male,2011,12,Orkney
S08000025,"Trachea, bronchus and lung",Male,2012,4,Orkney
S08000025,"Trachea, bronchus and lung",Male,2013,7,Orkney
S08000025,"Trachea, bronchus and lung",Male,2014,5,Orkney
S08000025,"Trachea, bronchus and lung",Male,2015,11,Orkney
S08000025,"Trachea, bronchus and lung",Male,2016,4,Orkney
S08000025,"Trachea, bronchus and lung",Male,2017,9,Orkney
S08000025,"Trachea, bronchus and lung",Male,2018,7,Orkney
S08000025,"Trachea, bronchus and lung",Male,2019,11,Orkney
S08000025,"Trachea, bronchus and lung",Male,2020,8,Orkney
S08000025,"Trachea, bronchus and lung",Male,2021,6,Orkney
S08000025,"Trachea, bronchus and lung",Females,1997,5,Orkney
S08000025,"Trachea, bronchus and lung",Females,1998,3,Orkney
S08000025,"Trachea, bronchus and lung",Females,1999,2,Orkney
S08000025,"Trachea, bronchus and lung",Females,2000,1,Orkney
S08000025,"Trachea, bronchus and lung",Females,2001,4,Orkney
S08000025,"Trachea, bronchus and lung",Females,2002,10,Orkney
S08000025,"Trachea, bronchus and lung",Females,2003,10,Orkney
S08000025,"Trachea, bronchus and lung",Females,2004,4,Orkney
S08000025,"Trachea, bronchus and lung",Females,2005,6,Orkney
S08000025,"Trachea, bronchus and lung",Females,2006,7,Orkney
S08000025,"Trachea, bronchus and lung",Females,2007,5,Orkney
S08000025,"Trachea, bronchus and lung",Females,2008,6,Orkney
S08000025,"Trachea, bronchus and lung",Females,2009,10,Orkney
S08000025,"Trachea, bronchus and lung",Females,2010,8,Orkney
S08000025,"Trachea, bronchus and lung",Females,2011,3,Orkney
S08000025,"Trachea, bronchus and lung",Females,2012,5,Orkney
S08000025,"Trachea, bronchus and lung",Females,2013,8,Orkney
S08000025,"Trachea, bronchus and lung",Females,2014,6,Orkney
S08000025,"Trachea, bronchus and lung",Females,2015,4,Orkney
S08000025,"Trachea, bronchus and lung",Females,2016,5,Orkney
S08000025,"Trachea, bronchus and lung",Females,2017,6,Orkney
S08000025,"Trachea, bronchus and lung",Females,2018,12,Orkney
S08000025,"Trachea, bronchus and lung",Females,2019,8,Orkney
S08000025,"Trachea, bronchus and lung",Females,2020,10,Orkney
S08000025,"Trachea, bronchus and lung",Females,2021,7,Orkney
S08000025,Mesothelioma,All,1997,0,Orkney
S08000025,Mesothelioma,All,1998,1,Orkney
S08000025,Mesothelioma,All,1999,0,Orkney
S08000025,Mesothelioma,All,2000,1,Orkney
S08000025,Mesothelioma,All,2001,0,Orkney
S08000025,Mesothelioma,All,2002,1,Orkney
S08000025,Mesothelioma,All,2003,0,Orkney
S08000025,Mesothelioma,All,2004,1,Orkney
S08000025,Mesothelioma,All,2005,1,Orkney
S08000025,Mesothelioma,All,2006,0,Orkney
S08000025,Mesothelioma,All,2007,1,Orkney
S08000025,Mesothelioma,All,2008,0,Orkney
S08000025,Mesothelioma,All,2009,0,Orkney
S08000025,Mesothelioma,All,2010,0,Orkney
S08000025,Mesothelioma,All,2011,1,Orkney
S08000025,Mesothelioma,All,2012,0,Orkney
S08000025,Mesothelioma,All,2013,1,Orkney
S08000025,Mesothelioma,All,2014,1,Orkney
S08000025,Mesothelioma,All,2015,1,Orkney
S08000025,Mesothelioma,All,2016,2,Orkney
S08000025,Mesothelioma,All,2017,0,Orkney
S08000025,Mesothelioma,All,2018,1,Orkney
S08000025,Mesothelioma,All,2019,1,Orkney
S08000025,Mesothelioma,All,2020,3,Orkney
S08000025,Mesothelioma,All,2021,1,Orkney
S08000025,Mesothelioma,Male,1997,0,Orkney
S08000025,Mesothelioma,Male,1998,1,Orkney
S08000025,Mesothelioma,Male,1999,0,Orkney
S08000025,Mesothelioma,Male,2000,1,Orkney
S08000025,Mesothelioma,Male,2001,0,Orkney
S08000025,Mesothelioma,Male,2002,1,Orkney
S08000025,Mesothelioma,Male,2003,0,Orkney
S08000025,Mesothelioma,Male,2004,1,Orkney
S08000025,Mesothelioma,Male,2005,1,Orkney
S08000025,Mesothelioma,Male,2006,0,Orkney
S08000025,Mesothelioma,Male,2007,1,Orkney
S08000025,Mesothelioma,Male,2008,0,Orkney
S08000025,Mesothelioma,Male,2009,0,Orkney
S08000025,Mesothelioma,Male,2010,0,Orkney
S08000025,Mesothelioma,Male,2011,1,Orkney
S08000025,Mesothelioma,Male,2012,0,Orkney
S08000025,Mesothelioma,Male,2013,1,Orkney
S08000025,Mesothelioma,Male,2014,1,Orkney
S08000025,Mesothelioma,Male,2015,1,Orkney
S08000025,Mesothelioma,Male,2016,1,Orkney
S08000025,Mesothelioma,Male,2017,0,Orkney
S08000025,Mesothelioma,Male,2018,1,Orkney
S08000025,Mesothelioma,Male,2019,1,Orkney
S08000025,Mesothelioma,Male,2020,3,Orkney
S08000025,Mesothelioma,Male,2021,0,Orkney
S08000025,Mesothelioma,Females,1997,0,Orkney
S08000025,Mesothelioma,Females,1998,0,Orkney
S08000025,Mesothelioma,Females,1999,0,Orkney
S08000025,Mesothelioma,Females,2000,0,Orkney
S08000025,Mesothelioma,Females,2001,0,Orkney
S08000025,Mesothelioma,Females,2002,0,Orkney
S08000025,Mesothelioma,Females,2003,0,Orkney
S08000025,Mesothelioma,Females,2004,0,Orkney
S08000025,Mesothelioma,Females,2005,0,Orkney
S08000025,Mesothelioma,Females,2006,0,Orkney
S08000025,Mesothelioma,Females,2007,0,Orkney
S08000025,Mesothelioma,Females,2008,0,Orkney
